iteration,before,after,diff
610,815101695,815101715,20
611,815101890,815101904,14
612,815102066,815102080,14
613,815102242,815102256,14
614,815102418,815102432,14
615,815102596,815102610,14
616,815102771,815102785,14
617,815102945,815102959,14
618,815103117,815103131,14
619,815103290,815103304,14
620,815103463,815103477,14
621,815103636,815103650,14
622,815103809,815103823,14
623,815103982,815103996,14
624,815104154,815104168,14
625,815104328,815104342,14
626,815104500,815104514,14
627,815104674,815104687,13
628,815104846,815104860,14
629,815105019,815105032,13
630,815105191,815105205,14
631,815105363,815105377,14
632,815105536,815105550,14
633,815105708,815105722,14
634,815105881,815105894,13
635,815106053,815106067,14
636,815106225,815106239,14
637,815106397,815106411,14
638,815106569,815106584,15
639,815106741,815106756,15
640,815106913,815106927,14
641,815107086,815107100,14
642,815107258,815107272,14
643,815107430,815107444,14
644,815107603,815107617,14
645,815107775,815107789,14
646,815107948,815107962,14
647,815108120,815108134,14
648,815108293,815108307,14
649,815108466,815108479,13
650,815108638,815108652,14
651,815108810,815108825,15
652,815108983,815108997,14
653,815109155,815109169,14
654,815109328,815109342,14
655,815109500,815109514,14
656,815109673,815109687,14
657,815109845,815109859,14
658,815110018,815110032,14
659,815110190,815110204,14
660,815110363,815110377,14
661,815110535,815110549,14
662,815110708,815110722,14
663,815110880,815110894,14
664,815111053,815111067,14
665,815111226,815111239,13
666,815111398,815111412,14
667,815111571,815111585,14
668,815111743,815111757,14
669,815111916,815111930,14
670,815112088,815112102,14
671,815112261,815112275,14
672,815112433,815112447,14
673,815112606,815112620,14
674,815112778,815112792,14
675,815112951,815112965,14
676,815113123,815113137,14
677,815113296,815113311,15
678,815113470,815113483,13
679,815113642,815113657,15
680,815113815,815113829,14
681,815113988,815114002,14
682,815114161,815114175,14
683,815114333,815114347,14
684,815114506,815114521,15
685,815114680,815114693,13
686,815114852,815114867,15
687,815115025,815115039,14
688,815115197,815115212,15
689,815115371,815115385,14
690,815115543,815115558,15
691,815115716,815115730,14
692,815115890,815115903,13
693,815116062,815116076,14
694,815116235,815116249,14
695,815116407,815116422,15
696,815116580,815116594,14
697,815116753,815116767,14
698,815116926,815116940,14
699,815117099,815117113,14
700,815117272,815117286,14
701,815117444,815117459,15
702,815117618,815117632,14
703,815117790,815117804,14
704,815117963,815117977,14
705,815118136,815118150,14
706,815118308,815118323,15
707,815118482,815118496,14
708,815118655,815118669,14
709,815118828,815118843,15
710,815119001,815119015,14
711,815119174,815119188,14
712,815119347,815119361,14
713,815119519,815119533,14
714,815119692,815119707,15
715,815119865,815119880,15
716,815120039,815120053,14
717,815120211,815120226,15
718,815120385,815120399,14
719,815120558,815120571,13
720,815120730,815120745,15
721,815120903,815120918,15
722,815121076,815121091,15
723,815121250,815121264,14
724,815121423,815121437,14
725,815121596,815121610,14
726,815121769,815121783,14
727,815121942,815121956,14
728,815122115,815122130,15
729,815122288,815122303,15
730,815122462,815122475,13
731,815122634,815122648,14
732,815122807,815122822,15
733,815122980,815122994,14
734,815123153,815123168,15
735,815123326,815123341,15
736,815123500,815123514,14
737,815123683,815123697,14
738,815123855,815123869,14
739,815124029,815124043,14
740,815124201,815124215,14
741,815124376,815124391,15
742,815124554,815124568,14
743,815124730,815124744,14
744,815124908,815124922,14
745,815125086,815125100,14
746,815125263,815125277,14
747,815125441,815125455,14
748,815125617,815125631,14
749,815125792,815125807,15
750,815125966,815125980,14
751,815126140,815126153,13
752,815126314,815126328,14
753,815126487,815126501,14
754,815126661,815126675,14
755,815126834,815126849,15
756,815127008,815127022,14
757,815127182,815127196,14
758,815127356,815127370,14
759,815127529,815127544,15
760,815127702,815127717,15
761,815127876,815127891,15
762,815130864,815130883,19
763,815131073,815131087,14
764,815131259,815131273,14
765,815131436,815131450,14
766,815131614,815131628,14
767,815131791,815131804,13
768,815131964,815131979,15
769,815132137,815132151,14
770,815132312,815132325,13
771,815132487,815132501,14
772,815132663,815132677,14
773,815132838,815132852,14
774,815133011,815133025,14
775,815133184,815133198,14
776,815133357,815133371,14
777,815133530,815133544,14
778,815133702,815133717,15
779,815133876,815133891,15
780,815134050,815134064,14
781,815134223,815134236,13
782,815134395,815134410,15
783,815134568,815134583,15
784,815134742,815134756,14
785,815134916,815134929,13
786,815135088,815135102,14
787,815135262,815135276,14
788,815135434,815135449,15
789,815135609,815135623,14
790,815135782,815135795,13
791,815135954,815135969,15
792,815136127,815136142,15
793,815136303,815136316,13
794,815136475,815136489,14
795,815136648,815136661,13
796,815136820,815136834,14
797,815136993,815137007,14
798,815137165,815137179,14
799,815137339,815137353,14
800,815137510,815137525,15
801,815137683,815137698,15
802,815137856,815137870,14
803,815138029,815138043,14
804,815138201,815138216,15
805,815138373,815138387,14
806,815138546,815138560,14
807,815138718,815138732,14
808,815138890,815138904,14
809,815139064,815139077,13
810,815139236,815139250,14
811,815139408,815139423,15
812,815139582,815139596,14
813,815139756,815139770,14
814,815139929,815139942,13
815,815140101,815140116,15
816,815140274,815140288,14
817,815140446,815140460,14
818,815140619,815140633,14
819,815140791,815140805,14
820,815140964,815140978,14
821,815141137,815141151,14
822,815141309,815141323,14
823,815141482,815141497,15
824,815141655,815141670,15
825,815141827,815141841,14
826,815142001,815142015,14
827,815142174,815142188,14
828,815142346,815142360,14
829,815142519,815142533,14
830,815142691,815142706,15
831,815142865,815142878,13
832,815143037,815143052,15
833,815143210,815143224,14
834,815143383,815143398,15
835,815143555,815143570,15
836,815143727,815143742,15
837,815143900,815143915,15
838,815144073,815144087,14
839,815144246,815144260,14
840,815144418,815144433,15
841,815144591,815144606,15
842,815144764,815144779,15
843,815144938,815144952,14
844,815145110,815145124,14
845,815145283,815145297,14
846,815145455,815145471,16
847,815145629,815145643,14
848,815145802,815145816,14
849,815145976,815145990,14
850,815146149,815146163,14
851,815146321,815146335,14
852,815146494,815146508,14
853,815146666,815146680,14
854,815146839,815146853,14
855,815147013,815147027,14
856,815147185,815147200,15
857,815147358,815147372,14
858,815147530,815147545,15
859,815147705,815147718,13
860,815147877,815147892,15
861,815148050,815148064,14
862,815148224,815148238,14
863,815148397,815148411,14
864,815148570,815148584,14
865,815148743,815148757,14
866,815148916,815148930,14
867,815149089,815149103,14
868,815149262,815149277,15
869,815149436,815149450,14
870,815149608,815149623,15
871,815149781,815149795,14
872,815149954,815149968,14
873,815150127,815150141,14
874,815150299,815150313,14
875,815150474,815150489,15
876,815150647,815150661,14
877,815150820,815150834,14
878,815150993,815151008,15
879,815151167,815151181,14
880,815151340,815151354,14
881,815151513,815151527,14
882,815151686,815151701,15
883,815151859,815151874,15
884,815152033,815152047,14
885,815152206,815152220,14
886,815152379,815152393,14
